id,clv_decile,churn_risk,current_bb_speed,network_activity,account_tenure,time_of_last_broadband_upgrade,broadband_type,customer_segment
107567,4,0,500mb,medium,7,2025-01-25,Fiber,Budget Balancers
107568,10,0,500mb,medium,42,2024-07-13,Fiber,Peak Performers
107569,8,0,5Gig,heavy,6,2017-10-28,Fiber,Peak Performers
107570,5,0,500mb,medium,87,2022-11-08,Fiber,Foolproof Followers
107571,7,0,1Gig,light,64,2023-05-07,Fiber,Budget Balancers
107572,7,1,Copper,medium,81,2022-07-09,Copper,Peak Performers
107573,2,0,1Gig,heavy,35,2019-11-03,Fiber,Settled Simplifiers
107574,8,0,500mb,medium,29,2025-02-16,Fiber,Foolproof Followers
107575,6,0,1Gig,heavy,1,2016-02-26,Fiber,Budget Balancers
107576,7,0,500mb,heavy,88,2017-05-03,Fiber,Settled Simplifiers
107577,6,0,5Gig,medium,73,2018-08-01,Fiber,Settled Simplifiers
107578,7,0,1Gig,medium,86,2020-08-29,Fiber,Foolproof Followers
107579,7,0,1Gig,heavy,81,2016-08-07,Fiber,Peak Performers
107580,10,0,Copper,heavy,44,2024-06-20,Copper,Peak Performers
107581,5,0,7Gig,medium,95,2025-01-17,Fiber,Aspirational Adopters
107582,6,0,500mb,medium,61,2025-03-14,Fiber,Foolproof Followers
107583,7,0,500mb,medium,50,2023-04-27,Fiber,Settled Simplifiers
107584,6,0,500mb,medium,110,2020-04-25,Fiber,Budget Balancers
107585,9,0,500mb,light,75,2024-04-13,Fiber,Budget Balancers
107586,3,0,1Gig,medium,67,2016-01-05,Fiber,Settled Simplifiers
107587,4,0,500mb,light,47,2022-12-25,Fiber,Foolproof Followers
107588,5,0,7Gig,heavy,65,2018-09-28,Fiber,Aspirational Adopters
107589,1,0,2Gig,light,33,2022-07-12,Fiber,Settled Simplifiers
107590,10,0,500mb,heavy,105,2019-06-11,Fiber,Settled Simplifiers
107591,5,0,500mb,medium,26,2020-09-30,Fiber,Settled Simplifiers
107592,8,0,500mb,medium,88,2024-02-11,Fiber,Peak Performers
107593,9,0,500mb,medium,44,2024-11-12,Fiber,Foolproof Followers
107594,9,0,1Gig,heavy,19,2020-06-02,Fiber,Budget Balancers
107595,3,1,500mb,heavy,34,2024-09-05,Fiber,Settled Simplifiers
107596,3,0,Copper,medium,113,2020-02-11,Copper,Settled Simplifiers
107597,8,0,2Gig,medium,75,2022-10-06,Fiber,Settled Simplifiers
107598,2,0,500mb,medium,104,2017-02-13,Fiber,Peak Performers
107599,3,0,1Gig,medium,78,2021-05-21,Fiber,Foolproof Followers
107600,6,0,1Gig,light,53,2019-03-05,Fiber,Foolproof Followers
107601,2,0,500mb,medium,107,2019-04-21,Fiber,Foolproof Followers
107602,3,0,1Gig,light,3,2021-09-07,Fiber,Budget Balancers
107603,9,0,Copper,heavy,43,2024-07-27,Copper,Foolproof Followers
107604,5,0,500mb,heavy,68,2023-07-25,Fiber,Settled Simplifiers
107605,3,0,7Gig,light,6,2023-01-29,Fiber,Settled Simplifiers
107606,10,0,Copper,medium,52,2024-03-16,Copper,Peak Performers
107607,9,0,1Gig,heavy,108,2019-07-14,Fiber,Settled Simplifiers
107608,8,0,7Gig,light,108,2022-08-14,Fiber,Aspirational Adopters
107609,5,0,2Gig,medium,81,2018-08-13,Fiber,Foolproof Followers
107610,7,0,Copper,light,19,2022-05-02,Copper,Foolproof Followers
107611,8,0,500mb,medium,75,2017-04-16,Fiber,Settled Simplifiers
107612,6,0,5Gig,medium,106,2025-06-01,Fiber,Settled Simplifiers
107613,10,0,2Gig,heavy,83,2023-10-04,Fiber,Foolproof Followers
107614,4,0,500mb,medium,1,2022-02-22,Fiber,Peak Performers
107615,7,0,2Gig,medium,29,2023-04-07,Fiber,Settled Simplifiers
107616,5,0,Copper,light,63,2019-03-11,Copper,Settled Simplifiers
107617,8,0,500mb,light,75,2020-11-18,Fiber,Aspirational Adopters
107618,3,0,500mb,medium,67,2019-11-08,Fiber,Settled Simplifiers
107619,2,0,2Gig,medium,53,2017-08-22,Fiber,Peak Performers
107620,9,0,Copper,light,101,2022-09-23,Copper,Budget Balancers
107621,7,0,1Gig,heavy,36,2024-04-23,Fiber,Foolproof Followers
107622,1,0,500mb,light,76,2016-05-11,Fiber,Peak Performers
107623,5,0,500mb,medium,36,2024-01-07,Fiber,Peak Performers
107624,7,0,500mb,heavy,64,2019-04-05,Fiber,Peak Performers
107625,1,0,500mb,medium,21,2017-02-08,Fiber,Foolproof Followers
107626,8,0,500mb,light,82,2016-09-26,Fiber,Foolproof Followers
107627,8,0,2Gig,medium,18,2025-01-17,Fiber,Aspirational Adopters
107628,10,0,2Gig,heavy,28,2023-01-25,Fiber,Settled Simplifiers
107629,6,0,500mb,medium,62,2020-12-29,Fiber,Settled Simplifiers
107630,5,0,1Gig,heavy,20,2016-04-22,Fiber,Foolproof Followers
107631,7,0,5Gig,medium,42,2017-03-15,Fiber,Peak Performers
107632,9,0,2Gig,medium,70,2023-12-13,Fiber,Peak Performers
107633,6,0,500mb,medium,95,2020-02-17,Fiber,Budget Balancers
107634,6,0,Copper,light,48,2024-09-14,Copper,Peak Performers
107635,6,0,500mb,medium,47,2020-05-31,Fiber,Peak Performers
107636,5,0,2Gig,medium,35,2023-07-13,Fiber,Foolproof Followers
107637,8,0,1Gig,heavy,120,2023-11-07,Fiber,Foolproof Followers
107638,4,0,2Gig,medium,65,2020-10-06,Fiber,Settled Simplifiers
107639,8,0,1Gig,medium,115,2020-07-21,Fiber,Budget Balancers
107640,9,0,1Gig,medium,65,2019-06-01,Fiber,Foolproof Followers
107641,6,0,500mb,medium,105,2022-08-06,Fiber,Settled Simplifiers
107642,8,0,1Gig,heavy,18,2023-12-27,Fiber,Settled Simplifiers
107643,2,0,Copper,medium,92,2023-09-12,Copper,Foolproof Followers
107644,2,0,500mb,medium,48,2023-10-27,Fiber,Aspirational Adopters
107645,9,0,500mb,light,103,2016-02-21,Fiber,Peak Performers
107646,3,0,1Gig,medium,95,2024-12-02,Fiber,Settled Simplifiers
107647,3,0,2Gig,medium,107,2021-01-22,Fiber,Settled Simplifiers
107648,1,0,1Gig,heavy,97,2018-04-04,Fiber,Settled Simplifiers
107649,7,0,2Gig,medium,63,2017-03-25,Fiber,Foolproof Followers
107650,8,0,2Gig,heavy,10,2025-05-02,Fiber,Settled Simplifiers
107651,7,0,500mb,medium,75,2021-11-19,Fiber,Peak Performers
107652,8,0,2Gig,heavy,9,2024-12-21,Fiber,Foolproof Followers
107653,7,0,500mb,medium,22,2022-03-22,Fiber,Peak Performers
107654,5,0,1Gig,light,75,2023-10-07,Fiber,Settled Simplifiers
107655,6,0,Copper,medium,73,2020-03-29,Copper,Foolproof Followers
107656,4,0,500mb,medium,31,2021-11-25,Fiber,Settled Simplifiers
107657,5,0,2Gig,light,82,2016-01-02,Fiber,Peak Performers
107658,10,0,1Gig,medium,48,2019-04-18,Fiber,Settled Simplifiers
107659,7,0,500mb,medium,74,2024-12-13,Fiber,Settled Simplifiers
107660,6,0,2Gig,medium,102,2021-02-24,Fiber,Budget Balancers
107661,4,0,1Gig,medium,30,2024-04-14,Fiber,Settled Simplifiers
107662,6,0,500mb,medium,48,2016-08-29,Fiber,Settled Simplifiers
107663,2,0,7Gig,medium,102,2022-08-01,Fiber,Settled Simplifiers
107664,10,0,500mb,medium,27,2016-10-19,Fiber,Settled Simplifiers
107665,10,0,2Gig,heavy,47,2016-04-20,Fiber,Foolproof Followers
107666,7,0,500mb,medium,88,2025-08-17,Fiber,Aspirational Adopters
107667,1,1,5Gig,medium,118,2023-08-12,Fiber,Aspirational Adopters
107668,3,0,1Gig,light,62,2025-09-15,Fiber,Budget Balancers
107669,10,0,1Gig,light,33,2022-09-22,Fiber,Settled Simplifiers
107670,2,0,1Gig,medium,100,2021-02-27,Fiber,Peak Performers
107671,9,0,5Gig,light,95,2022-08-15,Fiber,Settled Simplifiers
107672,9,0,1Gig,heavy,84,2023-10-27,Fiber,Foolproof Followers
107673,1,0,1Gig,light,95,2023-07-07,Fiber,Settled Simplifiers
107674,1,0,1Gig,heavy,37,2017-11-23,Fiber,Peak Performers
107675,10,0,1Gig,medium,16,2017-09-16,Fiber,Settled Simplifiers
107676,10,0,1Gig,medium,104,2017-09-30,Fiber,Settled Simplifiers
107677,6,0,1Gig,medium,14,2025-07-08,Fiber,Foolproof Followers
107678,3,0,5Gig,medium,39,2017-05-12,Fiber,Settled Simplifiers
107679,1,0,2Gig,medium,78,2024-06-12,Fiber,Settled Simplifiers
107680,5,0,Copper,medium,56,2016-09-24,Copper,Peak Performers
107681,4,0,5Gig,heavy,87,2024-03-02,Fiber,Budget Balancers
107682,6,0,500mb,light,37,2017-03-12,Fiber,Settled Simplifiers
107683,3,0,1Gig,light,102,2018-11-12,Fiber,Foolproof Followers
107684,3,0,Copper,medium,36,2017-10-01,Copper,Peak Performers
107685,2,0,Copper,medium,17,2016-09-27,Copper,Settled Simplifiers
107686,2,0,1Gig,medium,81,2024-10-23,Fiber,Settled Simplifiers
107687,2,0,Copper,medium,57,2016-02-23,Copper,Aspirational Adopters
107688,5,0,1Gig,medium,10,2021-07-03,Fiber,Settled Simplifiers
107689,10,0,Copper,medium,109,2024-01-30,Copper,Foolproof Followers
107690,5,0,500mb,light,69,2016-03-16,Fiber,Peak Performers
107691,8,0,2Gig,medium,70,2018-09-21,Fiber,Peak Performers
107692,6,0,1Gig,medium,66,2019-10-07,Fiber,Settled Simplifiers
107693,8,0,7Gig,medium,16,2022-11-24,Fiber,Foolproof Followers
107694,1,0,1Gig,light,38,2024-11-30,Fiber,Settled Simplifiers
107695,3,0,500mb,heavy,51,2024-08-10,Fiber,Foolproof Followers
107696,6,0,500mb,medium,84,2023-01-03,Fiber,Settled Simplifiers
107697,5,0,1Gig,light,86,2018-03-12,Fiber,Peak Performers
107698,6,0,1Gig,medium,21,2023-04-13,Fiber,Budget Balancers
107699,1,0,500mb,medium,25,2024-01-15,Fiber,Settled Simplifiers
107700,3,0,500mb,heavy,16,2021-01-29,Fiber,Foolproof Followers
107701,5,0,1Gig,light,57,2022-07-24,Fiber,Peak Performers
107702,5,0,2Gig,light,118,2016-08-21,Fiber,Peak Performers
107703,4,0,1Gig,heavy,26,2025-08-12,Fiber,Budget Balancers
107704,3,0,5Gig,medium,74,2024-08-14,Fiber,Settled Simplifiers
107705,1,0,1Gig,medium,18,2022-07-15,Fiber,Peak Performers
107706,3,0,1Gig,heavy,68,2023-02-18,Fiber,Settled Simplifiers
107707,3,0,500mb,heavy,59,2025-03-01,Fiber,Aspirational Adopters
107708,8,0,5Gig,medium,33,2016-05-30,Fiber,Peak Performers
107709,9,0,Copper,light,68,2016-06-21,Copper,Foolproof Followers
107710,8,0,500mb,medium,74,2019-09-02,Fiber,Peak Performers
107711,8,0,1Gig,medium,21,2019-01-05,Fiber,Foolproof Followers
107712,1,0,500mb,heavy,96,2024-02-25,Fiber,Peak Performers
107713,5,0,500mb,medium,2,2021-02-27,Fiber,Settled Simplifiers
107714,2,0,1Gig,heavy,98,2017-01-07,Fiber,Budget Balancers
107715,10,0,1Gig,medium,74,2017-04-28,Fiber,Settled Simplifiers
107716,4,0,1Gig,heavy,51,2021-03-30,Fiber,Budget Balancers
107717,3,0,5Gig,heavy,90,2019-06-08,Fiber,Foolproof Followers
107718,7,0,1Gig,heavy,97,2018-05-11,Fiber,Settled Simplifiers
107719,3,0,500mb,heavy,117,2016-09-14,Fiber,Settled Simplifiers
107720,6,0,500mb,heavy,63,2017-10-26,Fiber,Settled Simplifiers
107721,2,0,2Gig,light,23,2018-08-19,Fiber,Settled Simplifiers
107722,5,0,500mb,medium,70,2025-02-21,Fiber,Settled Simplifiers
107723,8,0,Copper,heavy,17,2019-03-16,Copper,Peak Performers
107724,1,0,1Gig,light,26,2016-06-04,Fiber,Aspirational Adopters
107725,3,0,500mb,medium,103,2019-12-02,Fiber,Budget Balancers
107726,8,0,1Gig,medium,14,2020-06-11,Fiber,Aspirational Adopters
107727,3,0,1Gig,medium,14,2023-07-27,Fiber,Settled Simplifiers
107728,3,0,500mb,light,27,2023-06-25,Fiber,Foolproof Followers
107729,9,0,2Gig,light,97,2021-10-12,Fiber,Peak Performers
107730,10,0,7Gig,medium,5,2021-02-19,Fiber,Aspirational Adopters
107731,4,0,1Gig,light,37,2016-08-14,Fiber,Peak Performers
107732,4,0,1Gig,medium,64,2025-06-17,Fiber,Foolproof Followers
107733,9,0,5Gig,heavy,33,2024-11-15,Fiber,Settled Simplifiers
107734,5,0,1Gig,medium,70,2020-10-09,Fiber,Settled Simplifiers
107735,4,0,5Gig,light,36,2019-05-08,Fiber,Settled Simplifiers
107736,9,0,1Gig,medium,79,2022-10-28,Fiber,Foolproof Followers
107737,4,0,1Gig,medium,51,2021-12-12,Fiber,Settled Simplifiers
107738,6,0,1Gig,light,31,2023-01-08,Fiber,Budget Balancers
107739,1,0,Copper,heavy,3,2017-08-31,Copper,Settled Simplifiers
107740,7,0,Copper,heavy,86,2016-05-31,Copper,Budget Balancers
107741,9,0,1Gig,heavy,75,2020-05-04,Fiber,Budget Balancers
107742,6,0,Copper,medium,26,2023-06-16,Copper,Foolproof Followers
107743,7,0,500mb,medium,72,2022-05-05,Fiber,Foolproof Followers
107744,8,0,500mb,medium,90,2018-05-25,Fiber,Foolproof Followers
107745,6,0,500mb,heavy,74,2022-04-04,Fiber,Settled Simplifiers
107746,5,1,1Gig,medium,84,2021-05-12,Fiber,Foolproof Followers
107747,3,0,500mb,light,80,2022-05-17,Fiber,Budget Balancers
107748,5,0,500mb,heavy,38,2017-08-18,Fiber,Budget Balancers
107749,1,0,500mb,light,29,2019-05-18,Fiber,Peak Performers
107750,5,0,500mb,heavy,112,2024-07-11,Fiber,Settled Simplifiers
107751,10,0,Copper,medium,49,2020-11-27,Copper,Peak Performers
107752,8,0,1Gig,light,56,2023-10-19,Fiber,Peak Performers
107753,3,0,Copper,medium,44,2017-04-20,Copper,Settled Simplifiers
107754,6,0,2Gig,heavy,35,2025-05-28,Fiber,Settled Simplifiers
107755,1,0,2Gig,heavy,35,2016-01-30,Fiber,Budget Balancers
107756,10,0,1Gig,light,104,2019-11-19,Fiber,Settled Simplifiers
107757,4,0,500mb,light,19,2020-04-11,Fiber,Settled Simplifiers
107758,6,0,1Gig,medium,15,2024-01-17,Fiber,Foolproof Followers
107759,3,0,1Gig,medium,75,2023-03-04,Fiber,Settled Simplifiers
107760,9,0,1Gig,medium,120,2023-05-03,Fiber,Settled Simplifiers
107761,1,0,500mb,medium,23,2023-04-30,Fiber,Settled Simplifiers
107762,8,0,1Gig,medium,114,2020-02-17,Fiber,Aspirational Adopters
107763,2,0,1Gig,heavy,116,2020-07-13,Fiber,Settled Simplifiers
107764,5,0,500mb,medium,95,2017-04-05,Fiber,Peak Performers
107765,8,0,1Gig,light,37,2023-06-16,Fiber,Peak Performers
107766,5,0,500mb,medium,31,2020-12-21,Fiber,Settled Simplifiers
107767,5,0,500mb,medium,73,2019-01-30,Fiber,Peak Performers
107768,10,0,500mb,medium,76,2020-07-03,Fiber,Settled Simplifiers
107769,8,0,2Gig,medium,106,2016-01-29,Fiber,Settled Simplifiers
107770,3,0,Copper,medium,15,2025-01-22,Copper,Settled Simplifiers
107771,6,0,500mb,light,33,2022-01-29,Fiber,Budget Balancers
107772,2,0,500mb,medium,68,2024-12-19,Fiber,Settled Simplifiers
107773,2,1,Copper,light,87,2018-02-28,Copper,Budget Balancers
107774,5,0,7Gig,medium,99,2023-09-21,Fiber,Budget Balancers
107775,4,0,500mb,heavy,16,2025-02-27,Fiber,Settled Simplifiers
107776,10,0,1Gig,light,89,2025-05-10,Fiber,Peak Performers
107777,7,0,1Gig,medium,98,2017-08-18,Fiber,Aspirational Adopters
107778,9,0,5Gig,heavy,109,2024-09-24,Fiber,Settled Simplifiers
107779,4,0,500mb,medium,3,2019-05-01,Fiber,Foolproof Followers
107780,7,0,1Gig,medium,58,2022-11-02,Fiber,Peak Performers
107781,2,0,1Gig,medium,91,2019-12-09,Fiber,Settled Simplifiers
107782,5,0,500mb,medium,28,2021-02-10,Fiber,Foolproof Followers
107783,4,0,500mb,light,112,2023-02-01,Fiber,Settled Simplifiers
107784,10,0,2Gig,light,19,2019-08-21,Fiber,Peak Performers
107785,4,0,Copper,heavy,80,2021-05-22,Copper,Peak Performers
107786,3,0,Copper,medium,39,2024-04-26,Copper,Budget Balancers
107787,2,0,500mb,medium,43,2022-11-23,Fiber,Budget Balancers
107788,7,0,500mb,heavy,66,2016-05-17,Fiber,Settled Simplifiers
107789,4,0,1Gig,light,91,2019-02-12,Fiber,Peak Performers
107790,2,0,500mb,medium,47,2021-05-13,Fiber,Peak Performers
107791,7,0,5Gig,heavy,83,2016-10-20,Fiber,Foolproof Followers
107792,1,0,5Gig,heavy,19,2018-02-08,Fiber,Foolproof Followers
107793,1,1,500mb,medium,32,2017-04-11,Fiber,Budget Balancers
107794,9,0,2Gig,heavy,114,2017-12-01,Fiber,Foolproof Followers
107795,8,0,1Gig,heavy,7,2017-01-18,Fiber,Foolproof Followers
107796,6,0,500mb,heavy,95,2021-08-28,Fiber,Foolproof Followers
107797,8,0,500mb,light,82,2019-11-15,Fiber,Foolproof Followers
107798,6,0,500mb,light,16,2021-07-14,Fiber,Foolproof Followers
107799,7,0,1Gig,light,64,2020-02-14,Fiber,Budget Balancers
107800,6,0,500mb,heavy,14,2024-09-08,Fiber,Budget Balancers
107801,5,0,500mb,heavy,80,2022-09-25,Fiber,Settled Simplifiers
107802,1,0,5Gig,medium,13,2021-11-06,Fiber,Budget Balancers
107803,10,0,1Gig,light,2,2016-07-27,Fiber,Peak Performers
107804,10,0,1Gig,light,21,2023-06-13,Fiber,Foolproof Followers
107805,1,1,2Gig,light,84,2021-10-24,Fiber,Foolproof Followers
107806,9,0,1Gig,heavy,87,2019-11-23,Fiber,Settled Simplifiers
107807,6,0,Copper,medium,96,2019-01-05,Copper,Foolproof Followers
107808,5,0,1Gig,light,34,2025-02-27,Fiber,Peak Performers
107809,4,0,1Gig,heavy,2,2023-09-08,Fiber,Settled Simplifiers
107810,3,0,1Gig,medium,78,2023-10-04,Fiber,Settled Simplifiers
107811,1,0,500mb,medium,47,2016-11-24,Fiber,Foolproof Followers
107812,4,0,500mb,medium,90,2025-06-16,Fiber,Foolproof Followers
107813,7,0,5Gig,heavy,39,2021-07-20,Fiber,Settled Simplifiers
107814,6,0,5Gig,medium,112,2020-09-07,Fiber,Settled Simplifiers
107815,1,0,1Gig,light,102,2017-01-27,Fiber,Peak Performers
107816,3,0,500mb,medium,80,2019-07-27,Fiber,Foolproof Followers
107817,6,0,1Gig,heavy,79,2018-12-02,Fiber,Settled Simplifiers
107818,2,0,500mb,medium,21,2016-10-31,Fiber,Peak Performers
107819,4,0,2Gig,medium,50,2018-07-18,Fiber,Foolproof Followers
107820,2,0,1Gig,heavy,3,2023-07-06,Fiber,Settled Simplifiers
107821,3,0,1Gig,medium,26,2022-02-11,Fiber,Settled Simplifiers
107822,8,0,1Gig,light,120,2016-07-26,Fiber,Aspirational Adopters
107823,9,0,500mb,medium,50,2019-10-28,Fiber,Settled Simplifiers
107824,3,0,500mb,light,24,2019-07-21,Fiber,Peak Performers
107825,6,0,1Gig,heavy,87,2016-02-18,Fiber,Foolproof Followers
107826,1,0,500mb,heavy,67,2019-02-26,Fiber,Settled Simplifiers
107827,8,0,1Gig,medium,105,2024-01-18,Fiber,Settled Simplifiers
107828,5,0,Copper,light,61,2025-02-18,Copper,Budget Balancers
107829,3,0,500mb,heavy,59,2018-02-23,Fiber,Peak Performers
107830,1,0,500mb,medium,11,2025-09-07,Fiber,Settled Simplifiers
107831,9,0,Copper,medium,22,2024-05-25,Copper,Settled Simplifiers
107832,5,0,1Gig,heavy,49,2022-01-16,Fiber,Aspirational Adopters
107833,9,0,1Gig,medium,41,2023-08-27,Fiber,Foolproof Followers
107834,2,0,500mb,medium,85,2021-01-15,Fiber,Aspirational Adopters
107835,10,0,500mb,medium,41,2017-10-25,Fiber,Foolproof Followers
107836,8,0,500mb,heavy,91,2018-10-30,Fiber,Foolproof Followers
107837,5,0,Copper,medium,67,2025-02-24,Copper,Foolproof Followers
107838,3,0,1Gig,heavy,77,2023-10-10,Fiber,Budget Balancers
107839,7,0,1Gig,medium,20,2018-08-09,Fiber,Foolproof Followers
107840,1,0,2Gig,heavy,42,2016-12-05,Fiber,Settled Simplifiers
107841,1,0,7Gig,medium,27,2025-03-03,Fiber,Settled Simplifiers
107842,7,0,500mb,light,9,2022-09-26,Fiber,Budget Balancers
107843,3,0,Copper,medium,117,2017-01-30,Copper,Peak Performers
107844,1,0,1Gig,light,28,2020-11-11,Fiber,Peak Performers
107845,10,0,Copper,medium,15,2018-01-02,Copper,Foolproof Followers
107846,6,0,1Gig,medium,61,2020-10-16,Fiber,Settled Simplifiers
107847,5,0,5Gig,light,71,2017-03-21,Fiber,Budget Balancers
107848,8,0,1Gig,light,97,2017-02-03,Fiber,Budget Balancers
107849,9,0,Copper,medium,83,2023-11-02,Copper,Settled Simplifiers
107850,3,0,500mb,medium,27,2021-04-21,Fiber,Foolproof Followers
107851,4,0,500mb,heavy,11,2019-11-20,Fiber,Peak Performers
107852,8,0,500mb,medium,98,2016-08-08,Fiber,Foolproof Followers
107853,6,0,2Gig,medium,58,2022-01-30,Fiber,Settled Simplifiers
107854,10,0,1Gig,medium,47,2017-11-15,Fiber,Settled Simplifiers
107855,9,0,500mb,light,6,2017-12-29,Fiber,Settled Simplifiers
107856,6,0,500mb,medium,115,2025-07-11,Fiber,Settled Simplifiers
107857,7,0,500mb,medium,27,2024-01-26,Fiber,Budget Balancers
107858,3,0,500mb,medium,80,2022-06-19,Fiber,Settled Simplifiers
107859,4,0,1Gig,light,76,2025-04-19,Fiber,Peak Performers
107860,6,0,Copper,heavy,100,2017-09-05,Copper,Foolproof Followers
107861,6,0,500mb,medium,78,2022-03-15,Fiber,Budget Balancers
107862,10,0,1Gig,medium,70,2019-08-08,Fiber,Budget Balancers
107863,3,0,1Gig,heavy,47,2023-05-19,Fiber,Foolproof Followers
107864,10,0,1Gig,heavy,70,2019-06-04,Fiber,Settled Simplifiers
107865,3,0,500mb,light,73,2023-10-13,Fiber,Budget Balancers
107866,7,0,1Gig,heavy,81,2020-04-22,Fiber,Peak Performers
107867,4,0,2Gig,medium,94,2017-09-27,Fiber,Peak Performers
107868,3,0,500mb,heavy,21,2023-11-24,Fiber,Peak Performers
107869,2,0,1Gig,heavy,106,2024-04-21,Fiber,Settled Simplifiers
107870,8,0,1Gig,heavy,14,2019-05-25,Fiber,Foolproof Followers
107871,7,0,500mb,medium,13,2017-10-29,Fiber,Peak Performers
107872,3,0,2Gig,light,12,2025-06-10,Fiber,Foolproof Followers
107873,7,0,500mb,heavy,15,2023-06-15,Fiber,Foolproof Followers
107874,4,0,500mb,medium,110,2024-02-21,Fiber,Foolproof Followers
107875,7,0,500mb,light,14,2024-04-24,Fiber,Settled Simplifiers
107876,5,0,1Gig,medium,68,2018-05-24,Fiber,Budget Balancers
107877,4,0,Copper,light,51,2025-10-05,Copper,Peak Performers
107878,10,0,500mb,heavy,76,2024-08-17,Fiber,Aspirational Adopters
107879,2,0,1Gig,light,98,2018-01-06,Fiber,Settled Simplifiers
107880,1,0,500mb,light,93,2024-02-18,Fiber,Settled Simplifiers
107881,5,0,1Gig,medium,51,2018-12-19,Fiber,Budget Balancers
107882,10,0,500mb,light,92,2016-02-22,Fiber,Settled Simplifiers
107883,1,1,500mb,light,20,2021-10-03,Fiber,Foolproof Followers
107884,2,0,500mb,heavy,22,2017-03-17,Fiber,Settled Simplifiers
107885,3,0,2Gig,medium,120,2024-06-27,Fiber,Foolproof Followers
107886,6,0,7Gig,medium,24,2020-05-22,Fiber,Peak Performers
107887,4,0,1Gig,light,8,2023-03-18,Fiber,Foolproof Followers
107888,6,0,1Gig,medium,29,2021-02-27,Fiber,Settled Simplifiers
107889,1,0,500mb,medium,25,2024-05-08,Fiber,Settled Simplifiers
107890,8,0,500mb,light,4,2016-05-31,Fiber,Foolproof Followers
107891,5,0,1Gig,medium,76,2017-06-16,Fiber,Budget Balancers
107892,10,0,2Gig,medium,60,2021-04-25,Fiber,Settled Simplifiers
107893,1,0,500mb,light,113,2016-04-13,Fiber,Budget Balancers
107894,7,0,500mb,light,57,2024-11-30,Fiber,Budget Balancers
107895,6,0,500mb,medium,62,2021-06-02,Fiber,Foolproof Followers
107896,10,0,5Gig,medium,65,2025-08-06,Fiber,Settled Simplifiers
107897,2,0,500mb,medium,97,2020-04-23,Fiber,Peak Performers
107898,8,0,Copper,medium,46,2018-08-29,Copper,Aspirational Adopters
107899,3,0,500mb,light,98,2023-05-30,Fiber,Foolproof Followers
107900,8,0,2Gig,medium,102,2024-02-20,Fiber,Settled Simplifiers
107901,5,0,Copper,heavy,23,2020-11-19,Copper,Settled Simplifiers
107902,5,0,500mb,light,41,2020-06-23,Fiber,Settled Simplifiers
107903,3,0,1Gig,light,87,2025-01-25,Fiber,Peak Performers
107904,8,0,1Gig,medium,71,2020-01-07,Fiber,Settled Simplifiers
107905,1,0,Copper,medium,68,2017-09-23,Copper,Peak Performers
107906,2,0,500mb,light,26,2019-08-07,Fiber,Settled Simplifiers
107907,9,0,1Gig,medium,8,2020-11-15,Fiber,Foolproof Followers
107908,2,0,1Gig,light,53,2020-03-10,Fiber,Foolproof Followers
107909,6,0,1Gig,medium,40,2023-09-08,Fiber,Foolproof Followers
107910,9,0,2Gig,light,87,2021-01-27,Fiber,Settled Simplifiers
107911,3,0,1Gig,heavy,108,2025-01-10,Fiber,Aspirational Adopters
107912,3,0,1Gig,heavy,58,2020-09-17,Fiber,Foolproof Followers
107913,10,0,500mb,heavy,117,2022-12-24,Fiber,Budget Balancers
107914,4,0,500mb,medium,45,2022-11-17,Fiber,Aspirational Adopters
